instance_sn,predicted_workload_type
instance_13506,Unknown
instance_13507,Unknown
instance_13508,Unknown
instance_13510,Unknown
instance_13511,Unknown
instance_13512,Inference
instance_13514,Unknown
instance_13516,Unknown
instance_13517,Unknown
instance_13518,Unknown
instance_13519,Unknown
instance_13520,Unknown
instance_13521,Unknown
instance_13522,Unknown
instance_13523,Unknown
instance_13524,Unknown
instance_13525,Unknown
instance_13526,Unknown
instance_13527,Unknown
instance_13528,Unknown
instance_13529,Unknown
instance_13530,Training
instance_13532,Unknown
instance_13533,Unknown
instance_13534,Unknown
instance_13535,Unknown
instance_13536,Training
instance_13537,Unknown
instance_13539,Unknown
instance_13541,Unknown
instance_13542,Unknown
instance_13543,Unknown
instance_13544,Deployment
instance_13545,Unknown
instance_13546,Unknown
instance_13547,Unknown
instance_13548,Deployment
instance_13549,Unknown
instance_13550,Unknown
instance_13551,Unknown
instance_13552,Preprocessing
instance_13553,Unknown
instance_13554,Unknown
instance_13555,Unknown
instance_13556,Inference
instance_13557,Unknown
instance_13558,Unknown
instance_13559,Preprocessing
instance_13560,Deployment
instance_13561,Unknown
instance_13562,Unknown
instance_13563,Unknown
instance_13564,Unknown
instance_13565,Unknown
instance_13566,Unknown
instance_13567,Unknown
instance_13568,Unknown
instance_13569,Noise
instance_13571,Unknown
instance_13572,Unknown
instance_13573,Unknown
instance_13574,Preprocessing
instance_13575,Preprocessing
instance_13576,Preprocessing
instance_13577,Preprocessing
instance_13578,Preprocessing
instance_13579,Preprocessing
instance_13580,Preprocessing
instance_13581,Preprocessing
instance_13582,Preprocessing
instance_13583,Preprocessing
instance_13584,Preprocessing
instance_13585,Preprocessing
instance_13586,Preprocessing
instance_13587,Unknown
instance_13588,Unknown
instance_13589,Unknown
instance_13590,Unknown
instance_13591,Unknown
instance_13592,Unknown
instance_13593,Unknown
instance_13594,Unknown
instance_13595,Unknown
instance_13596,Unknown
instance_13597,Unknown
instance_13598,Unknown
instance_13599,Unknown
instance_13600,Unknown
instance_13601,Unknown
instance_13602,Unknown
instance_13603,Unknown
instance_13604,Unknown
instance_13605,Unknown
instance_13606,Unknown
instance_13607,Unknown
instance_13608,Unknown
instance_13609,Preprocessing
instance_13610,Preprocessing
instance_13611,Preprocessing
instance_13612,Unknown
instance_13613,Unknown
instance_13614,Unknown
instance_13615,Preprocessing
instance_13616,Preprocessing
instance_13617,Unknown
instance_13618,Unknown
instance_13619,Preprocessing
instance_13620,Preprocessing
instance_13621,Preprocessing
instance_13622,Preprocessing
instance_13623,Unknown
instance_13624,Unknown
instance_13625,Unknown
instance_13626,Unknown
instance_13627,Preprocessing
instance_13628,Unknown
instance_13629,Preprocessing
instance_13630,Preprocessing
instance_13633,Preprocessing
instance_13634,Preprocessing
instance_13635,Preprocessing
instance_13636,Preprocessing
instance_13637,Preprocessing
instance_13638,Preprocessing
instance_13639,Preprocessing
instance_13640,Preprocessing
instance_13641,Preprocessing
instance_13642,Preprocessing
instance_13643,Preprocessing
instance_13644,Preprocessing
instance_13645,Preprocessing
instance_13646,Preprocessing
instance_13647,Preprocessing
instance_13648,Preprocessing
instance_13649,Preprocessing
instance_13650,Preprocessing
instance_13651,Preprocessing
instance_13652,Preprocessing
instance_13653,Preprocessing
instance_13654,Preprocessing
instance_13655,Preprocessing
instance_13656,Preprocessing
instance_13657,Preprocessing
instance_13658,Preprocessing
instance_13659,Preprocessing
instance_13660,Preprocessing
instance_13661,Preprocessing
instance_13662,Preprocessing
instance_13663,Preprocessing
instance_13664,Preprocessing
instance_13665,Preprocessing
instance_13666,Preprocessing
instance_13667,Preprocessing
instance_13668,Preprocessing
instance_13669,Preprocessing
instance_13670,Preprocessing
instance_13671,Preprocessing
instance_13672,Preprocessing
instance_13673,Preprocessing
instance_13674,Preprocessing
instance_13675,Preprocessing
instance_13676,Preprocessing
instance_13677,Preprocessing
instance_13678,Preprocessing
instance_13679,Preprocessing
instance_13680,Preprocessing
instance_13681,Preprocessing
instance_13682,Preprocessing
instance_13683,Preprocessing
instance_13684,Preprocessing
instance_13685,Preprocessing
instance_13686,Preprocessing
instance_13687,Preprocessing
instance_13688,Preprocessing
instance_13689,Preprocessing
instance_13690,Preprocessing
instance_13691,Preprocessing
instance_13692,Preprocessing
instance_13693,Preprocessing
instance_13694,Preprocessing
instance_13695,Preprocessing
instance_13696,Preprocessing
instance_13697,Preprocessing
instance_13698,Preprocessing
instance_13699,Preprocessing
instance_13700,Preprocessing
instance_13701,Preprocessing
instance_13702,Preprocessing
instance_13703,Preprocessing
instance_13704,Preprocessing
instance_13705,Preprocessing
instance_13706,Preprocessing
instance_13707,Preprocessing
instance_13708,Preprocessing
instance_13709,Preprocessing
instance_13710,Preprocessing
instance_13711,Preprocessing
instance_13712,Preprocessing
instance_13713,Preprocessing
instance_13714,Preprocessing
instance_13715,Preprocessing
instance_13716,Preprocessing
instance_13717,Preprocessing
instance_13718,Preprocessing
instance_13719,Preprocessing
instance_13720,Preprocessing
instance_13721,Preprocessing
instance_13722,Preprocessing
instance_13723,Preprocessing
instance_13724,Preprocessing
instance_13725,Preprocessing
instance_13726,Preprocessing
instance_13727,Preprocessing
instance_13728,Preprocessing
instance_13729,Preprocessing
instance_13730,Preprocessing
instance_13731,Preprocessing
instance_13732,Preprocessing
instance_13733,Preprocessing
instance_13734,Preprocessing
instance_13735,Preprocessing
instance_13736,Preprocessing
instance_13737,Preprocessing
instance_13738,Preprocessing
instance_13739,Preprocessing
instance_13740,Preprocessing
instance_13741,Preprocessing
instance_13742,Preprocessing
instance_13743,Preprocessing
instance_13744,Preprocessing
instance_13745,Preprocessing
instance_13746,Preprocessing
instance_13747,Preprocessing
instance_13748,Preprocessing
instance_13749,Preprocessing
instance_13750,Preprocessing
instance_13751,Preprocessing
instance_13752,Preprocessing
instance_13753,Preprocessing
instance_13754,Preprocessing
instance_13755,Preprocessing
instance_13756,Preprocessing
instance_13757,Preprocessing
instance_13758,Preprocessing
instance_13759,Preprocessing
instance_13760,Preprocessing
instance_13761,Preprocessing
instance_13762,Preprocessing
instance_13763,Unknown
instance_13764,Tuning
instance_13770,Noise
instance_13778,Unknown
instance_13779,Unknown
instance_13780,Unknown
instance_13784,Unknown
instance_13785,Unknown
instance_13786,Unknown
instance_13787,Unknown
instance_13788,Unknown
instance_13789,Unknown
instance_13790,Unknown
instance_13791,Unknown
instance_13792,Unknown
instance_13793,Unknown
instance_13794,Unknown
instance_13795,Unknown
instance_13796,Unknown
instance_13797,Unknown
instance_13798,Unknown
instance_13799,Unknown
instance_13800,Unknown
instance_13802,Preprocessing
instance_13803,Preprocessing
instance_13804,Preprocessing
instance_13805,Preprocessing
instance_13806,Preprocessing
instance_13807,Training
instance_13808,Unknown
instance_13809,Unknown
instance_13810,Preprocessing
instance_13811,Training
instance_13812,Unknown
instance_13813,Unknown
instance_13814,Unknown
instance_13815,Unknown
instance_13816,Unknown
instance_13817,Tuning
instance_13818,Unknown
instance_13820,Unknown
instance_13822,Unknown
instance_13823,Unknown
instance_13824,Unknown
instance_13825,Deployment
instance_13826,Unknown
instance_13827,Unknown
instance_13828,Unknown
instance_13829,Unknown
instance_13831,Unknown
instance_13832,Unknown
instance_13835,Unknown
instance_13836,Unknown
instance_13838,Unknown
instance_13839,Training
instance_13841,Unknown
instance_13842,Noise
instance_13843,Deployment
instance_13844,Unknown
instance_13845,Unknown
instance_13846,Unknown
instance_13847,Unknown
instance_13848,Unknown
instance_13849,Unknown
instance_13851,Unknown
instance_13852,Unknown
instance_13856,Unknown
instance_13857,Unknown
instance_13858,Unknown
instance_13859,Unknown
instance_13860,Preprocessing
instance_13862,Unknown
instance_13863,Unknown
instance_13864,Unknown
instance_13867,Unknown
instance_13870,Unknown
instance_13874,Unknown
instance_13875,Preprocessing
instance_13876,Unknown
instance_13877,Unknown
instance_13878,Unknown
instance_13879,Unknown
instance_13880,Unknown
instance_13881,Unknown
instance_13883,Unknown
instance_13884,Unknown
instance_13885,Unknown
instance_13886,Training
instance_13889,Unknown
instance_13890,Unknown
instance_13891,Unknown
instance_13892,Unknown
instance_13893,Unknown
instance_13894,Deployment
instance_13895,Unknown
instance_13896,Unknown
instance_13897,Preprocessing
instance_13898,Unknown
instance_13899,Unknown
instance_13900,Unknown
instance_13901,Training
instance_13902,Training
instance_13903,Training
instance_13904,Training
instance_13905,Training
instance_13906,Training
instance_13907,Training
instance_13908,Training
instance_13909,Training
instance_13910,Training
instance_13911,Training
instance_13913,Training
instance_13915,Inference
instance_13916,Training
instance_13917,Training
instance_13918,Training
instance_13919,Training
instance_13920,Training
instance_13921,Training
instance_13922,Training
instance_13923,Training
instance_13924,Training
instance_13925,Training
instance_13926,Training
instance_13927,Training
instance_13928,Training
instance_13929,Training
instance_13930,Training
instance_13931,Training
instance_13932,Training
instance_13933,Training
instance_13934,Training
instance_13935,Training
instance_13936,Training
instance_13937,Training
instance_13938,Training
instance_13939,Unknown
instance_13940,Unknown
instance_13941,Unknown
instance_13942,Unknown
instance_13943,Unknown
instance_13945,Unknown
instance_13946,Unknown
instance_13947,Tuning
instance_13948,Unknown
instance_13949,Noise
instance_13950,Unknown
instance_13951,Training
instance_13952,Training
instance_13953,Training
instance_13954,Training
instance_13955,Training
instance_13956,Training
instance_13959,Unknown
instance_13960,Training
instance_13961,Training
instance_13962,Training
instance_13963,Training
instance_13964,Unknown
instance_13965,Unknown
instance_13966,Unknown
instance_13967,Unknown
instance_13968,Unknown
instance_13969,Unknown
instance_13970,Unknown
instance_13971,Unknown
instance_13973,Unknown
instance_13974,Unknown
instance_13976,Unknown
instance_13977,Unknown
instance_13978,Training
instance_13979,Training
instance_13980,Training
instance_13981,Training
instance_13982,Training
instance_13983,Training
instance_13984,Training
instance_13985,Training
instance_13986,Training
instance_13987,Training
instance_13988,Training
instance_13990,Training
instance_13991,Unknown
instance_13992,Unknown
instance_13993,Unknown
instance_13994,Unknown
instance_13995,Unknown
instance_13996,Unknown
instance_13997,Unknown
instance_13998,Unknown
instance_13999,Unknown
instance_14000,Unknown
instance_14002,Training
instance_14003,Unknown
instance_14004,Training
instance_14006,Training
instance_14007,Training
instance_14008,Training
instance_14009,Unknown
instance_14010,Training
instance_14012,Unknown
instance_14013,Unknown
instance_14014,Unknown
instance_14015,Unknown
instance_14016,Unknown
instance_14017,Unknown
instance_14018,Unknown
instance_14019,Unknown
instance_14020,Unknown
instance_14021,Unknown
instance_14022,Training
instance_14023,Unknown
instance_14024,Training
instance_14025,Unknown
instance_14026,Unknown
instance_14027,Unknown
instance_14028,Unknown
instance_14029,Unknown
instance_14030,Training
instance_14031,Training
instance_14032,Unknown
instance_14033,Unknown
instance_14034,Training
instance_14035,Unknown
instance_14036,Unknown
instance_14037,Training
instance_14038,Unknown
instance_14039,Unknown
instance_14040,Unknown
instance_14041,Unknown
instance_14042,Unknown
instance_14043,Unknown
instance_14044,Unknown
instance_14046,Unknown
instance_14047,Unknown
instance_14048,Unknown
instance_14049,Unknown
instance_14050,Training
instance_14051,Training
instance_14052,Training
instance_14053,Training
instance_14054,Training
instance_14055,Training
instance_14056,Training
instance_14057,Training
instance_14058,Unknown
instance_14059,Unknown
instance_14060,Unknown
instance_14061,Unknown
instance_14062,Unknown
instance_14063,Unknown
instance_14064,Unknown
instance_14065,Unknown
instance_14066,Training
instance_14068,Unknown
instance_14069,Unknown
instance_14071,Unknown
instance_14072,Unknown
instance_14073,Unknown
instance_14074,Unknown
instance_14076,Unknown
instance_14077,Unknown
instance_14078,Preprocessing
instance_14079,Unknown
instance_14080,Training
instance_14082,Training
instance_14083,Training
instance_14084,Unknown
instance_14085,Unknown
instance_14087,Unknown
instance_14089,Unknown
instance_14092,Unknown
instance_14093,Unknown
instance_14096,Unknown
instance_14097,Unknown
instance_14098,Unknown
instance_14099,Inference
instance_14100,Unknown
instance_14102,Unknown
instance_14105,Unknown
instance_14108,Preprocessing
instance_14109,Preprocessing
